time;V(/V2in);V(/Vl);
0.00022484;-4.40502;-1.01993;
0.000225154;-4.32859;-0.91314;
0.000225468;-4.24788;-0.805454;
0.000225782;-4.16299;-0.696973;
0.000226096;-4.07399;-0.587806;
0.00022641;-3.98098;-0.478059;
0.000226724;-3.88404;-0.36784;
0.000227038;-3.78328;-0.257259;
0.000227352;-3.67878;-0.146424;
0.000227666;-3.57066;-0.0354452;
0.00022798;-3.45901;0.0755688;
0.000228294;-3.34396;0.186508;
0.000228608;-3.22561;0.297264;
0.000228922;-3.10408;0.407727;
0.000229236;-2.97948;0.517787;
0.00022955;-2.85196;0.627337;
0.000229864;-2.72162;0.736269;
0.000230178;-2.58859;0.844475;
0.000230492;-2.45302;0.951848;
0.000230806;-2.31502;1.05828;
0.00023112;-2.17475;1.16367;
0.000231434;-2.03233;1.26792;
0.000231748;-1.8879;1.37091;
0.000232062;-1.74162;1.47256;
0.000232376;-1.59361;1.57275;
0.00023269;-1.44404;1.67139;
0.000233004;-1.29304;1.76838;
0.000233318;-1.14077;1.86363;
0.000233632;-0.987377;1.95704;
0.000233946;-0.833007;2.04852;
0.00023426;-0.677816;2.13799;
0.000234574;-0.521957;2.22534;
0.000234888;-0.365583;2.3105;
0.000235202;-0.208848;2.39339;
0.000235516;-0.0519081;2.47391;
0.00023583;0.105083;2.55199;
0.000236144;0.261971;2.62756;
0.000236458;0.418601;2.70054;
0.000236772;0.574817;2.77086;
0.000237086;0.730468;2.83844;
0.0002374;0.885398;2.90323;
0.000237714;1.03945;2.96515;
0.000238028;1.19249;3.02415;
0.000238342;1.34434;3.08017;
0.000238656;1.49487;3.13315;
0.00023897;1.64393;3.18304;
0.000239284;1.79137;3.2298;
0.000239598;1.93704;3.27337;
0.000239912;2.0808;3.31371;
0.000240226;2.22251;3.35079;
0.00024054;2.36203;3.38456;
0.000240854;2.49922;3.415;
0.000241168;2.63394;3.44207;
0.000241482;2.76607;3.46575;
0.000241796;2.89548;3.48601;
0.00024211;3.02202;3.50283;
0.000242424;3.14559;3.5162;
0.000242738;3.26606;3.5261;
0.000243052;3.38331;3.53253;
0.000243366;3.49722;3.53547;
0.00024368;3.60768;3.53493;
0.000243994;3.71459;3.5309;
0.000244308;3.81783;3.5234;
0.000244622;3.91731;3.51242;
0.000244936;4.01293;3.49797;
0.00024525;4.1046;3.48008;
0.000245564;4.19221;3.45875;
0.000245878;4.27569;3.43402;
0.000246192;4.35496;3.4059;
0.000246506;4.42994;3.37443;
0.00024682;4.50054;3.33962;
0.000247134;4.56671;3.30153;
0.000247448;4.62838;3.26017;
0.000247762;4.68548;3.21561;
0.000248076;4.73797;3.16787;
0.00024839;4.78578;3.11701;
0.000248704;4.82888;3.06308;
0.000249018;4.86722;3.00613;
0.000249332;4.90075;2.94622;
0.000249646;4.92946;2.8834;
0.00024996;4.9533;2.81773;
0.000250274;4.97226;2.74929;
0.000250588;4.98632;2.67814;
0.000250902;4.99547;2.60435;
0.000251216;4.99969;2.52799;
0.00025153;4.99898;2.44914;
0.000251844;4.99334;2.36788;
0.000252158;4.98278;2.28428;
0.000252472;4.9673;2.19842;
0.000252786;4.94693;2.11041;
0.0002531;4.92169;2.02031;
0.000253414;4.89159;1.92821;
0.000253728;4.85666;1.83422;
0.000254042;4.81695;1.73842;
0.000254356;4.77249;1.6409;
0.00025467;4.72333;1.54177;
0.000254984;4.66951;1.44112;
0.000255298;4.61108;1.33905;
0.000255612;4.54811;1.23565;
0.000255926;4.48066;1.13104;
0.00025624;4.40878;1.02531;
0.000256554;4.33257;0.918575;
0.000256868;4.25208;0.810932;
0.000257182;4.16739;0.702489;
0.000257496;4.0786;0.593354;
0.00025781;3.98579;0.483634;
0.000258124;3.88905;0.373436;
0.000258438;3.78847;0.262871;
0.000258752;3.68416;0.152046;
0.000259066;3.57622;0.0410721;
0.00025938;3.46475;-0.0699428;
0.000259694;3.34987;-0.180889;
0.000260008;3.23168;-0.291656;
0.000260322;3.11031;-0.402136;
0.000260636;2.98587;-0.51222;
0.00026095;2.85849;-0.621799;
0.000261264;2.72829;-0.730764;
0.000261578;2.5954;-0.839009;
0.000261892;2.45995;-0.946427;
0.000262206;2.32207;-1.05291;
0.00026252;2.18191;-1.15836;
0.000262834;2.03959;-1.26266;
0.000263148;1.89527;-1.36572;
0.000263462;1.74907;-1.46744;
0.000263776;1.60116;-1.5677;
0.00026409;1.45166;-1.66643;
0.000264404;1.30073;-1.7635;
0.000264718;1.14852;-1.85884;
0.000265032;0.995176;-1.95235;
0.000265346;0.840852;-2.04393;
0.00026566;0.685699;-2.1335;
0.000265974;0.52987;-2.22097;
0.000266288;0.373518;-2.30624;
0.000266602;0.216799;-2.38924;
0.000266916;0.0598652;-2.46989;
0.00026723;-0.0971273;-2.5481;
0.000267544;-0.254024;-2.62379;
0.000267858;-0.41067;-2.69691;
0.000268172;-0.566912;-2.76736;
0.000268486;-0.722594;-2.83508;
0.0002688;-0.877565;-2.90001;
0.000269114;-1.03167;-2.96208;
0.000269428;-1.18476;-3.02123;
0.000269742;-1.33668;-3.0774;
0.000270056;-1.48728;-3.13054;
0.00027037;-1.63642;-3.18059;
0.000270684;-1.78394;-3.22751;
0.000270998;-1.9297;-3.27124;
0.000271312;-2.07356;-3.31175;
0.000271626;-2.21538;-3.34899;
0.00027194;-2.35501;-3.38293;
0.000272254;-2.49232;-3.41354;
0.000272568;-2.62718;-3.44078;
0.000272882;-2.75944;-3.46463;
0.000273196;-2.88898;-3.48506;
0.00027351;-3.01568;-3.50206;
0.000273824;-3.1394;-3.51561;
0.000274138;-3.26003;-3.52568;
0.000274452;-3.37744;-3.53229;
0.000274766;-3.49153;-3.53541;
0.00027508;-3.60217;-3.53504;
0.000275394;-3.70926;-3.53119;
0.000275708;-3.81269;-3.52386;
0.000276022;-3.91236;-3.51306;
0.000276336;-4.00818;-3.49879;
0.00027665;-4.10005;-3.48107;
0.000276964;-4.18787;-3.45992;
0.000277278;-4.27156;-3.43536;
0.000277592;-4.35105;-3.40741;
0.000277906;-4.42624;-3.3761;
0.00027822;-4.49707;-3.34146;
0.000278534;-4.56347;-3.30353;
0.000278848;-4.62536;-3.26235;
0.000279162;-4.6827;-3.21794;
0.000279476;-4.73542;-3.17037;
0.00027979;-4.78347;-3.11967;
0.000280104;-4.82681;-3.06589;
0.000280418;-4.86539;-3.00909;
0.000280732;-4.89917;-2.94932;
0.000281046;-4.92812;-2.88665;
0.00028136;-4.95221;-2.82113;
0.000281674;-4.97142;-2.75283;
0.000281988;-4.98573;-2.68181;
0.000282302;-4.99512;-2.60815;
0.000282616;-4.99959;-2.53192;
0.00028293;-4.99913;-2.4532;
0.000283244;-4.99374;-2.37205;
0.000283558;-4.98343;-2.28857;
0.000283872;-4.96821;-2.20283;
0.000284186;-4.94808;-2.11492;
0.0002845;-4.92308;-2.02492;
0.000284814;-4.89323;-1.93293;
0.000285128;-4.85855;-1.83903;
0.000285442;-4.81908;-1.74332;
0.000285756;-4.77486;-1.64589;
0.00028607;-4.72593;-1.54683;
0.000286384;-4.67235;-1.44626;
0.000286698;-4.61415;-1.34425;
0.000287012;-4.55141;-1.24092;
0.000287326;-4.48418;-1.13637;
0.00028764;-4.41253;-1.0307;
0.000287954;-4.33653;-0.924008;
0.000288268;-4.25626;-0.816408;
0.000288582;-4.17178;-0.708003;
0.000288896;-4.0832;-0.5989;
0.00028921;-3.99059;-0.489207;
0.000289524;-3.89405;-0.379032;
0.000289838;-3.79366;-0.268482;
0.000290152;-3.68954;-0.157668;
0.000290466;-3.58178;-0.0466988;
0.00029078;-3.47049;0.0643167;
0.000291094;-3.35577;0.175269;
0.000291408;-3.23775;0.286048;
0.000291722;-3.11654;0.396545;
0.000292036;-2.99225;0.506652;
0.00029235;-2.86501;0.616258;
0.000292664;-2.73495;0.725258;
0.000292978;-2.6022;0.833542;
0.000293292;-2.46687;0.941004;
0.000293606;-2.32912;1.04754;
0.00029392;-2.18907;1.15304;
0.000294234;-2.04686;1.25741;
0.000294548;-1.90263;1.36053;
0.000294862;-1.75653;1.46232;
0.000295176;-1.60869;1.56266;
0.00029549;-1.45927;1.66146;
0.000295804;-1.30841;1.75863;
0.000296118;-1.15626;1.85406;
0.000296432;-1.00297;1.94766;
0.000296746;-0.848696;2.03934;
0.00029706;-0.693581;2.12901;
0.000297374;-0.537782;2.21658;
0.000297688;-0.381453;2.30197;
0.000298002;-0.224749;2.38509;
0.000298316;-0.0678222;2.46586;
0.00029863;0.089171;2.54419;
0.000298944;0.246076;2.62002;
0.000299258;0.402739;2.69326;
0.000299572;0.559005;2.76385;
0.000299886;0.714719;2.83172;
0.0003002;0.869729;2.89679;
0.000300514;1.02388;2.95901;
0.000300828;1.17702;3.0183;
0.000301142;1.32901;3.07463;
0.000301456;1.47968;3.12792;
0.00030177;1.62889;3.17813;
0.000302084;1.7765;3.2252;
0.000302398;1.92236;3.2691;
0.000302712;2.06632;3.30977;
0.000303026;2.20824;3.34718;
0.00030334;2.34799;3.38129;
0.000303654;2.48542;3.41207;
0.000303968;2.6204;3.43948;
0.000304282;2.7528;3.4635;
0.000304596;2.88249;3.48411;
0.00030491;3.00933;3.50128;
0.000305224;3.1332;3.515;
0.000305538;3.25399;3.52526;
0.000305852;3.37157;3.53204;
0.000306166;3.48583;3.53533;
0.00030648;3.59664;3.53514;
0.000306794;3.70392;3.53147;
0.000307108;3.80754;3.52432;
0.000307422;3.9074;3.51369;
0.000307736;4.00342;3.49959;
0.00030805;4.09549;3.48205;
0.000308364;4.18352;3.46107;
0.000308678;4.26742;3.43668;
0.000308992;4.34712;3.40891;
0.000309306;4.42253;3.37777;
0.00030962;4.49359;3.3433;
0.000309934;4.56021;3.30554;
0.000310248;4.62234;3.26451;
0.000310562;4.67991;3.22027;
0.000310876;4.73286;3.17286;
0.00031119;4.78115;3.12231;
0.000311504;4.82473;3.06869;
0.000311818;4.86355;3.01204;
0.000312132;4.89757;2.95242;
0.000312446;4.92677;2.8899;
0.00031276;4.95111;2.82452;
0.000313074;4.97057;2.75636;
0.000313388;4.98512;2.68548;
0.000313702;4.99477;2.61195;
0.000314;4.99937;2.53968;
