time;V(/V1in);V(/Vc);
0.0132657;3.8263;3.52244;
0.0132738;3.8003;3.52477;
0.0132838;3.76762;3.52735;
0.0132917;3.74135;3.52915;
0.0132999;3.71411;3.53077;
0.0133084;3.68546;3.5322;
0.0133171;3.65585;3.5334;
0.0133249;3.62932;3.53424;
0.0133331;3.60087;3.53491;
0.0133424;3.56844;3.53537;
0.0133509;3.53854;3.53552;
0.0133596;3.50771;3.53541;
0.0133676;3.47906;3.53508;
0.0133776;3.44298;3.53434;
0.0133856;3.41378;3.53349;
0.0133938;3.38388;3.5324;
0.0134023;3.3525;3.53101;
0.0134111;3.31973;3.52931;
0.0134187;3.29103;3.5276;
0.013427;3.25986;3.52553;
0.013436;3.22552;3.52299;
0.0134445;3.1928;3.52032;
0.0134533;3.15909;3.51733;
0.0134612;3.12815;3.51436;
0.0134712;3.08898;3.51033;
0.0134794;3.05692;3.50678;
0.0134876;3.02408;3.50294;
0.013496;2.99064;3.49881;
0.013506;2.95042;3.49356;
0.0135139;2.91826;3.48913;
0.0135224;2.88382;3.48418;
0.0135316;2.84621;3.47852;
0.0135399;2.81187;3.47313;
0.0135484;2.77659;3.46738;
0.0135565;2.7427;3.46165;
0.0135665;2.70076;3.45429;
0.0135745;2.66721;3.44819;
0.0135827;2.63251;3.44168;
0.0135912;2.5962;3.43466;
0.0135999;2.55887;3.42723;
0.0136077;2.52546;3.42039;
0.0136159;2.48985;3.4129;
0.0136252;2.44923;3.40413;
0.0136337;2.4121;3.39589;
0.0136424;2.37398;3.38722;
0.0136504;2.33863;3.37899;
0.0136604;2.29432;3.36842;
0.0136685;2.25867;3.35971;
0.0136766;2.2223;3.35064;
0.0136851;2.18411;3.34092;
0.0136939;2.14451;3.33063;
0.0137016;2.10982;3.32143;
0.0137098;2.07235;3.31133;
0.0137189;2.03095;3.29994;
0.0137274;1.99193;3.289;
0.0137361;1.95185;3.27756;
0.0137441;1.91511;3.2669;
0.0137541;1.86882;3.25321;
0.0137622;1.83116;3.24188;
0.0137705;1.79272;3.23014;
0.0137788;1.75347;3.21796;
0.0137888;1.70656;3.20315;
0.0137968;1.66899;3.1911;
0.0138053;1.62911;3.17813;
0.0138146;1.58521;3.16363;
0.0138229;1.54572;3.15039;
0.0138314;1.50528;3.13665;
0.0138395;1.46639;3.12326;
0.0138495;1.41851;3.10653;
0.0138574;1.38052;3.09308;
0.0138657;1.34094;3.07888;
0.0138742;1.29986;3.06396;
0.0138828;1.25797;3.04856;
0.0138906;1.22023;3.03452;
0.0138989;1.18025;3.01947;
0.0139084;1.13406;3.00187;
0.0139168;1.09273;2.98593;
0.0139255;1.05042;2.96942;
0.0139335;1.01108;2.95389;
0.0139435;0.962059;2.93431;
0.0139515;0.923035;2.91855;
0.0139597;0.882777;2.90211;
0.0139682;0.840827;2.88481;
0.0139769;0.797861;2.86689;
0.0139847;0.759532;2.85075;
0.0139929;0.718816;2.83344;
0.0140022;0.672554;2.81355;
0.0140107;0.630429;2.79526;
0.0140194;0.58733;2.77636;
0.0140274;0.547512;2.75872;
0.0140374;0.497786;2.73647;
0.0140454;0.457937;2.71846;
0.0140536;0.417411;2.69998;
0.0140621;0.374994;2.68045;
0.0140709;0.331182;2.6601;
0.0140785;0.292914;2.64216;
0.0140868;0.251728;2.62269;
0.0140959;0.206373;2.60106;
0.0141044;0.163776;2.58055;
0.0141131;0.120182;2.55937;
0.0141211;0.0803469;2.53985;
0.0141311;0.0303501;2.51513;
0.0141392;-0.0101857;2.4949;
0.0141474;-0.0514284;2.47415;
0.0141558;-0.0934019;2.45286;
0.0141658;-0.143388;2.42728;
0.0141738;-0.183288;2.40668;
0.0141823;-0.225493;2.38471;
0.0141915;-0.271806;2.3604;
0.0141999;-0.313314;2.33843;
0.0142084;-0.355681;2.31583;
0.0142165;-0.396304;2.29398;
0.0142265;-0.446126;2.26697;
0.0142344;-0.485519;2.24543;
0.0142426;-0.526452;2.22288;
0.0142512;-0.56879;2.19938;
0.0142598;-0.611807;2.17531;
0.0142676;-0.650455;2.15353;
0.0142759;-0.691264;2.13036;
0.0142854;-0.738275;2.10346;
0.0142938;-0.780184;2.07929;
0.0143025;-0.822931;2.05444;
0.0143105;-0.862569;2.03124;
0.0143205;-0.911775;2.0022;
0.0143285;-0.950809;1.97898;
0.0143367;-0.99097;1.95493;
0.0143452;-1.03268;1.92976;
0.0143539;-1.07524;1.90389;
0.0143617;-1.11312;1.88071;
0.0143699;-1.15321;1.85599;
0.0143793;-1.19865;1.82778;
0.0143877;-1.23986;1.802;
0.0143964;-1.28187;1.77551;
0.0144044;-1.32057;1.75095;
0.0144144;-1.36873;1.72015;
0.0144225;-1.40717;1.69537;
0.0144306;-1.44615;1.67008;
0.0144391;-1.48684;1.64349;
0.0144479;-1.52871;1.61594;
0.0144556;-1.56519;1.59176;
0.0144638;-1.60431;1.56567;
0.0144729;-1.64729;1.53679;
0.0144814;-1.68747;1.50959;
0.0144901;-1.72845;1.48165;
0.0144981;-1.76579;1.45602;
0.0145081;-1.81248;1.42373;
0.0145162;-1.85018;1.39746;
0.0145245;-1.88841;1.37064;
0.0145329;-1.92724;1.34321;
0.0145429;-1.97328;1.31044;
0.0145508;-2.00993;1.28416;
0.0145593;-2.04852;1.25629;
0.0145686;-2.09081;1.22553;
0.0145769;-2.1285;1.19792;
0.0145854;-2.16683;1.16964;
0.0145935;-2.20349;1.1424;
0.0146035;-2.24826;1.10889;
0.0146114;-2.2835;1.08231;
0.0146197;-2.32006;1.05455;
0.0146282;-2.35771;1.02576;
0.0146369;-2.39578;0.996441;
0.0146447;-2.42993;0.969961;
0.0146529;-2.46584;0.941924;
0.0146624;-2.50717;0.90941;
0.0146709;-2.54375;0.880415;
0.0146796;-2.58092;0.850739;
0.0146876;-2.6153;0.823096;
0.0146976;-2.65779;0.788671;
0.0147055;-2.69131;0.761301;
0.0147137;-2.72577;0.732961;
0.0147223;-2.76138;0.703476;
0.0147309;-2.79751;0.673324;
0.0147387;-2.82964;0.646326;
0.014747;-2.86349;0.617684;
0.0147564;-2.90187;0.584947;
0.0147648;-2.93634;0.555317;
0.0147735;-2.97135;0.525001;
0.0147815;-3.00352;0.496927;
0.0147915;-3.04334;0.461899;
0.0147995;-3.07493;0.433892;
0.0148077;-3.10692;0.405311;
0.0148162;-3.14019;0.375375;
0.014825;-3.17415;0.344562;
0.0148326;-3.2038;0.317464;
0.0148409;-3.23534;0.288423;
0.0148501;-3.27014;0.256112;
0.0148586;-3.30224;0.226074;
0.0148673;-3.33481;0.195337;
0.0148753;-3.36445;0.167144;
0.0148853;-3.40127;0.131821;
0.0148933;-3.43075;0.103291;
0.0149016;-3.4605;0.0742669;
0.01491;-3.49081;0.0444588;
0.0149189;-3.52268;0.0128463;
0.0149266;-3.54962;-0.0141034;
0.0149348;-3.57866;-0.0433776;
0.0149437;-3.60956;-0.0748055;
0.0149523;-3.63895;-0.104965;
0.014961;-3.66877;-0.135837;
0.0149689;-3.69563;-0.163888;
0.0149789;-3.72913;-0.199197;
0.0149871;-3.75622;-0.228041;
0.0149954;-3.78356;-0.257393;
0.0150038;-3.81064;-0.286743;
0.0150138;-3.84282;-0.321967;
0.0150216;-3.86788;-0.349668;
0.0150301;-3.89457;-0.379446;
0.0150391;-3.92266;-0.411091;
0.0150475;-3.94842;-0.440411;
0.015056;-3.97448;-0.470358;
0.0150641;-3.99888;-0.498684;
0.0150741;-4.0287;-0.533661;
0.0150821;-4.05233;-0.561687;
0.0150903;-4.07608;-0.590133;
0.0150988;-4.10053;-0.619723;
0.0151076;-4.12553;-0.650312;
0.0151152;-4.14703;-0.676891;
0.0151235;-4.16994;-0.705501;
0.0151325;-4.1947;-0.736778;
0.015141;-4.21776;-0.766249;
0.0151498;-4.24104;-0.796348;
0.0151577;-4.26199;-0.823743;
0.0151677;-4.28792;-0.858083;
0.0151758;-4.30867;-0.88592;
0.0151841;-4.3295;-0.914189;
0.0151925;-4.3503;-0.942766;
0.0152025;-4.37473;-0.976793;
0.0152104;-4.39384;-1.00379;
0.0152189;-4.41386;-1.03241;
0.0152281;-4.43529;-1.06348;
0.0152364;-4.45435;-1.09152;
0.0152449;-4.47351;-1.12008;
0.0152531;-4.49152;-1.14731;
0.0152631;-4.51327;-1.1807;
0.015271;-4.53022;-1.20713;
0.0152792;-4.5474;-1.23432;
0.0152877;-4.56495;-1.2625;
0.0152964;-4.58252;-1.29119;
0.0153042;-4.59792;-1.31672;
0.0153124;-4.61394;-1.34369;
0.0153218;-4.63181;-1.3743;
0.0153303;-4.64764;-1.40192;
0.015339;-4.66346;-1.43004;
0.015347;-4.67778;-1.45593;
0.015357;-4.6952;-1.48807;
0.015365;-4.70879;-1.51366;
0.0153731;-4.72231;-1.5396;
0.0153816;-4.73614;-1.56666;
0.0153904;-4.75001;-1.59439;
0.0153981;-4.76188;-1.6186;
0.0154063;-4.77429;-1.64447;
0.0154155;-4.78766;-1.67299;
0.015424;-4.79977;-1.69947;
0.0154327;-4.81179;-1.72642;
0.0154407;-4.82248;-1.75098;
0.0154507;-4.83544;-1.78161;
0.0154588;-4.84557;-1.80624;
0.015467;-4.85555;-1.83118;
0.0154754;-4.86542;-1.85657;
0.0154844;-4.87557;-1.88352;
0.015492;-4.88388;-1.90626;
0.0155003;-4.89259;-1.93087;
0.0155092;-4.90154;-1.95707;
0.0155177;-4.90979;-1.98212;
0.0155264;-4.91786;-2.00763;
0.0155344;-4.92487;-2.03067;
0.0155444;-4.93326;-2.05951;
0.0155526;-4.93976;-2.08294;
0.0155609;-4.94603;-2.10666;
0.0155692;-4.95195;-2.13021;
0.0155792;-4.95862;-2.15833;
0.0155871;-4.96351;-2.18027;
0.0155955;-4.96844;-2.20376;
0.0156045;-4.97328;-2.22851;
0.0156129;-4.97742;-2.25137;
0.0156214;-4.9813;-2.27459;
0.0156295;-4.98462;-2.29639;
0.0156395;-4.98829;-2.32316;
0.0156475;-4.99088;-2.34449;
0.0156557;-4.99318;-2.36602;
0.0156642;-4.99521;-2.38823;
0.015673;-4.99695;-2.41108;
0.0156806;-4.99813;-2.43077;
0.0156889;-4.99909;-2.45188;
0.0156979;-4.99975;-2.47471;
0.0157064;-4.99999;-2.49617;
0.0157152;-4.99987;-2.51795;
0.0157231;-4.99943;-2.53761;
0.0157331;-4.99842;-2.5621;
0.0157413;-4.99723;-2.58184;
0.0157495;-4.99568;-2.60176;
0.0157579;-4.99376;-2.62168;
0.0157679;-4.99102;-2.64527;
0.0157758;-4.98849;-2.66379;
0.0157843;-4.98544;-2.68336;
0.0157934;-4.98174;-2.7043;
0.0158018;-4.97801;-2.72319;
0.0158103;-4.97384;-2.74229;
0.0158184;-4.96953;-2.76032;
0.0158284;-4.96377;-2.78227;
0.0158364;-4.95883;-2.79956;
0.0158445;-4.95343;-2.81711;
0.0158531;-4.94745;-2.83521;
0.0158618;-4.94095;-2.85353;
0.0158695;-4.93488;-2.8696;
0.0158778;-4.92808;-2.88652;
0.015887;-4.92003;-2.90533;
0.0158956;-4.91228;-2.92236;
0.0159042;-4.90399;-2.93955;
0.0159122;-4.89602;-2.95518;
0.0159222;-4.88564;-2.97444;
0.0159303;-4.87694;-2.98969;
0.0159384;-4.86778;-3.005;
0.0159469;-4.85791;-3.02069;
0.0159557;-4.8473;-3.03675;
0.0159634;-4.8378;-3.05049;
0.0159716;-4.8272;-3.06514;
0.0159806;-4.81529;-3.08086;
0.0159892;-4.80362;-3.09555;
0.0159979;-4.79132;-3.11036;
0.0160058;-4.7798;-3.12362;
0.0160158;-4.76489;-3.14003;
0.016024;-4.75239;-3.15316;
0.0160323;-4.73935;-3.1663;
0.0160406;-4.72587;-3.17934;
0.0160506;-4.7093;-3.19464;
0.0160586;-4.69585;-3.20654;
0.016067;-4.68115;-3.21903;
0.0160761;-4.66492;-3.23224;
0.0160845;-4.64975;-3.24407;
0.016093;-4.63393;-3.25593;
0.0161011;-4.61853;-3.267;
0.0161111;-4.59915;-3.28036;
0.0161191;-4.58336;-3.29077;
0.0161272;-4.5669;-3.3012;
0.0161358;-4.54939;-3.31187;
0.0161445;-4.53109;-3.32256;
0.0161522;-4.51462;-3.33179;
0.0161605;-4.49676;-3.34143;
0.0161697;-4.47636;-3.35196;
0.0161782;-4.45725;-3.36141;
0.0161869;-4.43737;-3.37081;
0.0161949;-4.4188;-3.37924;
0.0162049;-4.39518;-3.38946;
0.016213;-4.37587;-3.39744;
0.0162211;-4.35594;-3.40533;
0.0162296;-4.335;-3.41326;
0.0162384;-4.3128;-3.42127;
0.0162461;-4.29337;-3.42798;
0.0162543;-4.27206;-3.43501;
0.0162633;-4.24862;-3.44237;
0.0162718;-4.22596;-3.44912;
0.0162806;-4.20245;-3.45578;
0.0162885;-4.18079;-3.4616;
0.0162985;-4.15315;-3.46862;
0.0163067;-4.13031;-3.47409;
0.016315;-4.10678;-3.47942;
0.0163233;-4.08284;-3.48453;
0.0163333;-4.05377;-3.49034;
0.0163412;-4.03051;-3.49468;
0.0163497;-4.00533;-3.49909;
0.0163588;-3.97798;-3.50355;
0.0163671;-3.95257;-3.50738;
0.0163756;-3.92632;-3.51105;
0.0163837;-3.90109;-3.5143;
0.0163937;-3.86962;-3.51799;
0.0164017;-3.84419;-3.52069;
0.0164099;-3.81805;-3.52321;
0.0164184;-3.7904;-3.52559;
0.0164272;-3.76168;-3.52778;
0.0164348;-3.73622;-3.52947;
0.0164431;-3.7087;-3.53106;
0.0164523;-3.67783;-3.53254;
0.0164608;-3.64885;-3.53364;
0.0164695;-3.61893;-3.53451;
0.0164775;-3.59128;-3.53508;
0.0164875;-3.55631;-3.53546;
0.0164955;-3.5278;-3.53551;
0.0165038;-3.49858;-3.53533;
0.0165122;-3.46834;-3.5349;
0.0165211;-3.43596;-3.53416;
0.0165288;-3.40818;-3.53331;
0.016537;-3.37776;-3.53215;
0.0165459;-3.34487;-3.53064;
0.0165545;-3.31304;-3.52892;
0.0165632;-3.28019;-3.5269;
0.0165711;-3.25013;-3.52483;
0.0165811;-3.21197;-3.52191;
0.0165893;-3.18053;-3.51926;
0.0165976;-3.14831;-3.51632;
0.016606;-3.11587;-3.51313;
0.016616;-3.07661;-3.50898;
0.0166238;-3.0455;-3.50547;
0.0166323;-3.01182;-3.50145;
0.0166413;-2.97577;-3.4969;
0.0166497;-2.9421;-3.49243;
0.0166582;-2.90745;-3.4876;
0.0166663;-2.87447;-3.48279;
0.0166763;-2.83341;-3.47654;
0.0166843;-2.80025;-3.47126;
0.0166925;-2.76637;-3.46567;
0.016701;-2.7309;-3.45961;
0.0167098;-2.69395;-3.45307;
0.0167174;-2.66165;-3.44716;
0.0167257;-2.62663;-3.44056;
0.0167347;-2.58812;-3.43307;
0.0167432;-2.55153;-3.42574;
0.0167519;-2.51389;-3.41797;
0.0167599;-2.47941;-3.41067;
0.0167699;-2.43587;-3.40119;
0.016778;-2.40029;-3.39323;
0.0167863;-2.36393;-3.3849;
0.0167947;-2.32696;-3.37623;
0.0168047;-2.28259;-3.36557;
0.0168126;-2.24716;-3.35686;
0.0168211;-2.20932;-3.34736;
0.0168303;-2.16802;-3.33676;
0.0168386;-2.13043;-3.32691;
0.0168471;-2.09186;-3.31661;
0.0168552;-2.05488;-3.30655;
0.0168652;-2.00919;-3.29387;
0.0168732;-1.97274;-3.28355;
0.0168814;-1.93505;-3.27271;
0.0168899;-1.8957;-3.26119;
0.0168986;-1.85534;-3.24918;
0.0169064;-1.81924;-3.23826;
0.0169146;-1.78083;-3.22647;
0.0169239;-1.73706;-3.21281;
0.0169324;-1.69716;-3.20015;
0.0169411;-1.65626;-3.18698;
0.0169491;-1.61838;-3.17461;
0.0169591;-1.571;-3.15889;
0.0169671;-1.53296;-3.14608;
0.0169753;-1.4942;-3.13285;
0.0169838;-1.45352;-3.11879;
0.0169926;-1.41146;-3.10405;
0.0170002;-1.37461;-3.09097;
0.0170085;-1.33491;-3.0767;
0.0170176;-1.29104;-3.06074;
0.0170261;-1.24982;-3.04554;
0.0170348;-1.20755;-3.02977;
0.0170428;-1.16884;-3.01515;
0.0170528;-1.12017;-2.99653;
0.0170609;-1.08065;-2.98123;
0.0170691;-1.04037;-2.96547;
0.0170775;-0.999251;-2.94919;
0.0170875;-0.95021;-2.92954;
0.0170955;-0.910943;-2.91363;
0.017104;-0.869385;-2.89661;
0.0171133;-0.823578;-2.87764;
0.0171216;-0.782553;-2.86046;
0.0171301;-0.740605;-2.84272;
0.0171382;-0.700269;-2.82549;
0.0171482;-0.650728;-2.8041;
0.0171561;-0.611523;-2.78699;
0.0171644;-0.570617;-2.76897;
0.0171729;-0.528281;-2.75015;
0.0171816;-0.485238;-2.73082;
0.0171894;-0.446414;-2.71322;
0.0171976;-0.405378;-2.69446;
0.0172071;-0.357836;-2.67251;
0.0172156;-0.315551;-2.65279;
0.0172243;-0.272345;-2.63246;
0.0172323;-0.232153;-2.61338;
0.0172423;-0.182196;-2.58944;
0.0172502;-0.142558;-2.57026;
0.0172584;-0.101549;-2.55026;
0.017267;-0.0589692;-2.52931;
0.0172757;-0.0155142;-2.50775;
0.0172834;0.02336;-2.48829;
0.0172917;0.0645292;-2.46753;
0.0173011;0.111563;-2.4436;
0.0173096;0.154;-2.42181;
0.0173182;0.197347;-2.39938;
0.0173263;0.237443;-2.37846;
0.0173363;0.287374;-2.35218;
0.0173442;0.327205;-2.33104;
0.0173524;0.36784;-2.30931;
0.0173609;0.410306;-2.28642;
0.0173697;0.453917;-2.26272;
0.0173774;0.492272;-2.24172;
0.0173856;0.53327;-2.21911;
0.0173948;0.57892;-2.19373;
0.0174033;0.621181;-2.17004;
0.017412;0.664352;-2.14566;
0.01742;0.703918;-2.12314;
0.01743;0.753384;-2.09477;
0.0174381;0.793228;-2.07173;
0.0174463;0.833696;-2.04816;
0.0174547;0.875282;-2.02376;
0.0174636;0.919131;-1.99783;
0.0174713;0.956578;-1.97554;
0.0174795;0.997156;-1.9512;
0.0174884;1.04074;-1.92488;
0.017497;1.08244;-1.8995;
0.0175057;1.12504;-1.87337;
0.0175136;1.1637;-1.8495;
0.0175236;1.21227;-1.81928;
0.0175318;1.25186;-1.79445;
0.0175401;1.29207;-1.76905;
0.0175485;1.33227;-1.74349;
0.0175585;1.38039;-1.71265;
0.0175663;1.41821;-1.68823;
0.0175748;1.45875;-1.66187;
0.0175838;1.50184;-1.63364;
0.0175922;1.54162;-1.6074;
0.0176007;1.58217;-1.58045;
0.0176088;1.6205;-1.55481;
0.0176188;1.66772;-1.52298;
0.0176268;1.70546;-1.49735;
0.017635;1.74369;-1.47121;
0.0176435;1.78347;-1.44382;
0.0176523;1.82446;-1.4154;
0.0176599;1.86007;-1.39054;
0.0176682;1.8983;-1.36367;
0.0176772;1.94013;-1.33406;
0.0176858;1.97936;-1.30609;
0.0176945;2.01935;-1.27737;
0.0177025;2.05572;-1.25108;
0.0177125;2.10119;-1.21795;
0.0177206;2.13794;-1.19097;
0.0177288;2.17519;-1.16344;
0.0177372;2.21287;-1.1354;
0.0177472;2.2576;-1.10186;
0.0177552;2.29308;-1.07505;
0.0177636;2.33055;-1.04655;
0.0177729;2.37133;-1.01529;
0.0177812;2.40788;-0.987082;
0.0177897;2.44503;-0.958196;
0.0177978;2.48045;-0.930459;
0.0178078;2.52374;-0.896304;
0.0178158;2.55787;-0.869169;
0.017824;2.59307;-0.840991;
0.0178325;2.6294;-0.811705;
0.0178412;2.66621;-0.781807;
0.017849;2.69905;-0.754951;
0.0178572;2.73362;-0.726482;
0.0178666;2.77304;-0.693765;
0.0178751;2.80825;-0.664321;
0.0178838;2.84401;-0.634192;
0.0178918;2.87695;-0.60623;
0.0179018;2.9177;-0.571369;
0.0179098;2.94996;-0.543555;
0.017918;2.98282;-0.515017;
0.0179265;3.01689;-0.485203;
0.0179352;3.05161;-0.454592;
0.0179429;3.08213;-0.427478;
0.0179512;3.11446;-0.398548;
0.0179604;3.15053;-0.366019;
0.0179689;3.18344;-0.336093;
0.0179776;3.21685;-0.305472;
0.0179856;3.24737;-0.277283;
0.0179956;3.28523;-0.242023;
0.0180037;3.31543;-0.213657;
0.0180119;3.34591;-0.184804;
0.0180203;3.37726;-0.154889;
0.0180292;3.40968;-0.123703;
0.0180368;3.43749;-0.0967332;
0.018045;3.46736;-0.0675442;
0.018054;3.49951;-0.0358513;
0.0180626;3.52987;-0.00566934;
0.0180713;3.56068;0.0252254;
0.0180792;3.58847;0.0533222;
0.0180892;3.6231;0.0886701;
0.0180974;3.65107;0.117477;
0.0181057;3.67929;0.146793;
0.018114;3.70743;0.176279;
0.018124;3.74079;0.21158;
0.0181319;3.76691;0.239481;
0.0181404;3.79459;0.26932;
0.0181495;3.82404;0.301362;
0.0181578;3.85078;0.330735;
0.0181664;3.87783;0.360732;
0.0181745;3.90329;0.389236;
0.0181845;3.93434;0.424356;
0.0181925;3.95886;0.45238;
0.0182006;3.9836;0.480918;
0.0182091;4.00921;0.510748;
0.0182179;4.03522;0.541368;
0.0182256;4.05784;0.568261;
0.0182338;4.08178;0.597008;
0.018243;4.10811;0.628963;
0.0182515;4.13223;0.658564;
0.0182602;4.15659;0.688786;
0.0182682;4.17865;0.71646;
0.0182782;4.2059;0.751045;
0.0182863;4.22758;0.7789;
0.0182945;4.24935;0.807177;
0.0183029;4.27143;0.836189;
0.0183119;4.29446;0.866822;
0.0183195;4.31386;0.892928;
0.0183278;4.33463;0.921214;
0.0183367;4.35664;0.951548;
0.0183452;4.37741;0.98057;
0.0183539;4.39836;1.01021;
0.0183619;4.4171;1.03709;
0.0183719;4.44031;1.07083;
0.01838;4.45895;1.09833;
0.0183884;4.47761;1.12625;
0.0183967;4.49599;1.15412;
0.0184067;4.51764;1.18748;
0.0184146;4.53437;1.21367;
0.018423;4.55205;1.24174;
0.018432;4.57051;1.27153;
0.0184404;4.58729;1.29904;
0.0184489;4.60411;1.32708;
0.018457;4.61973;1.35355;
0.018467;4.63863;1.38614;
0.018475;4.65345;1.41218;
0.0184832;4.6682;1.43855;
0.0184917;4.68325;1.46595;
0.0185005;4.69847;1.49418;
0.0185081;4.71143;1.51867;
0.0185164;4.72508;1.54496;
0.0185254;4.73968;1.57368;
0.018534;4.75309;1.60062;
0.0185427;4.76645;1.62807;
0.0185507;4.77833;1.65301;
0.0185607;4.79281;1.68418;
0.0185688;4.80422;1.70936;
0.018577;4.8155;1.73488;
0.0185854;4.82661;1.76064;
0.0185954;4.83942;1.79121;
0.0186034;4.84928;1.81542;
0.0186118;4.8594;1.841;
0.0186211;4.87006;1.86876;
0.0186294;4.87931;1.89367;
0.0186379;4.88842;1.91899;
0.018646;4.8968;1.94309;
0.018656;4.90667;1.97253;
0.018664;4.91414;1.99574;
0.0186722;4.92154;2.01962;
0.0186807;4.92888;2.04427;
0.0186894;4.936;2.06926;
0.0186972;4.94205;2.09149;
0.0187054;4.94813;2.11489;
0.0187148;4.95468;2.14147;
0.0187233;4.9602;2.16527;
0.018732;4.96547;2.18943;
0.01874;4.97002;2.21165;
0.01875;4.97524;2.23912;
0.018758;4.97905;2.26088;
0.0187661;4.98261;2.28296;
0.0187746;4.98598;2.30587;
0.0187834;4.98906;2.32924;
0.0187911;4.99146;2.34968;
0.0187993;4.9937;2.37137;
0.0188085;4.9958;2.39539;
0.0188171;4.99736;2.41744;
0.0188258;4.99859;2.43981;
0.0188337;4.99938;2.46017;
0.0188437;4.99992;2.48544;
0.0188518;4.99999;2.50563;
0.01886;4.99973;2.526;
0.0188685;4.99911;2.5468;
0.0188774;4.99807;2.56852;
0.018885;4.99686;2.58697;
0.0188933;4.99523;2.60682;
0.0189022;4.99308;2.62801;
0.0189107;4.99065;2.6481;
0.0189194;4.98779;2.66846;
0.0189274;4.98486;2.6868;
0.0189374;4.98073;2.70965;
0.0189455;4.97698;2.7281;
0.0189539;4.97282;2.7467;
0.0189622;4.96831;2.76516;
0.0189722;4.96244;2.78705;
0.0189801;4.95747;2.80411;
0.0189885;4.95178;2.82224;
0.0189976;4.94532;2.84137;
0.0190059;4.93899;2.85884;
0.0190145;4.93216;2.87649;
0.0190226;4.92535;2.89303;
0.0190326;4.9165;2.91321;
0.0190406;4.90905;2.92917;
0.0190487;4.90116;2.94519;
0.0190572;4.89257;2.96173;
0.019066;4.88332;2.97857;
0.0190737;4.87494;2.99309;
0.0190819;4.86561;3.00851;
0.019091;4.85496;3.02525;
0.0190995;4.84459;3.04074;
0.0191083;4.83361;3.05636;
0.0191162;4.82327;3.07042;
0.0191262;4.80985;3.0878;
0.0191343;4.79862;3.10166;
0.0191426;4.78687;3.11555;
0.019151;4.77458;3.12947;
0.019161;4.75949;3.14576;
0.019169;4.74711;3.15855;
0.0191774;4.73368;3.17185;
0.0191867;4.71854;3.1862;
0.019195;4.70463;3.19883;
0.0192035;4.69008;3.2115;
0.0192116;4.67581;3.22344;
0.0192216;4.65786;3.23781;
0.0192295;4.64333;3.24894;
0.0192378;4.62791;3.26031;
0.0192463;4.61162;3.27184;
0.019255;4.59471;3.28332;
0.0192627;4.5792;3.29344;
0.019271;4.56251;3.30392;
0.0192805;4.54288;3.31572;
0.019289;4.52501;3.32601;
0.0192976;4.50641;3.33627;
0.0193057;4.48885;3.34557;
0.0193157;4.4666;3.35684;
0.0193236;4.4486;3.36555;
0.0193318;4.42977;3.37431;
0.0193403;4.40985;3.38317;
0.019349;4.38916;3.39199;
0.0193568;4.37044;3.39962;
0.019365;4.3503;3.4075;
0.0193744;4.32707;3.41616;
0.0193829;4.30563;3.42378;
0.0193915;4.28339;3.43131;
0.0193996;4.26258;3.43803;
0.0194096;4.23623;3.4461;
0.0194176;4.21483;3.45232;
0.0194257;4.19281;3.45841;
0.0194342;4.16948;3.46453;
0.019443;4.14507;3.47059;
0.0194507;4.12351;3.47566;
0.0194589;4.10004;3.48089;
0.019468;4.07388;3.48637;
0.0194765;4.04902;3.49125;
0.0194853;4.02328;3.49598;
0.0194932;3.99949;3.50007;
0.0195032;3.96929;3.50489;
0.0195113;3.94451;3.50854;
0.0195196;3.91903;3.51202;
0.019528;3.89282;3.51531;
0.019538;3.86125;3.51891;
0.019546;3.83576;3.52153;
0.0195544;3.80853;3.52406;
0.0195637;3.77831;3.52655;
0.019572;3.75095;3.52852;
0.0195805;3.72274;3.53028;
0.0195886;3.69541;3.53173;
0.0195986;3.66155;3.53319;
0.0196065;3.6345;3.5341;
0.0196148;3.60611;3.5348;
0.0196233;3.57648;3.53528;
0.019632;3.54608;3.53551;
0.0196398;3.5185;3.53548;
0.019648;3.48912;3.53522;
0.0196575;3.45491;3.53462;
0.019666;3.42414;3.53382;
0.0196746;3.39246;3.53274;
0.0196827;3.36281;3.5315;
0.0196927;3.32564;3.52963;
0.0197006;3.29588;3.5279;
0.0197088;3.26497;3.52588;
0.0197173;3.23259;3.52353;
0.019726;3.19927;3.52087;
0.0197338;3.16933;3.51826;
0.019742;3.13738;3.51527;
0.0197514;3.10079;3.51158;
0.0197599;3.06736;3.50796;
0.0197686;3.03296;3.504;
0.0197766;3.00099;3.50011;
0.0197866;2.96085;3.49495;
0.0197946;2.92853;3.49056;
0.0198027;2.89549;3.48588;
0.0198112;2.86066;3.48072;
0.01982;2.82455;3.47515;
0.0198277;2.79279;3.47005;
0.0198359;2.75849;3.46435;
0.0198451;2.7204;3.45777;
0.0198536;2.68455;3.45136;
0.0198623;2.64767;3.44455;
0.0198703;2.61377;3.43808;
0.0198803;2.57101;3.42967;
0.0198884;2.53621;3.42261;
0.0198966;2.50063;3.41519;
0.019905;2.46414;3.40738;
0.019915;2.42051;3.39778;
0.019923;2.38542;3.38985;
0.0199315;2.34823;3.38124;
0.0199408;2.30699;3.37147;
0.0199491;2.27005;3.36251;
0.0199576;2.23217;3.35312;
0.0199657;2.1956;3.34386;
