time;V(/V1in);V(/Vc);
0.00658133;4.77941;3.12407;
0.00659133;4.76448;3.14047;
0.00659943;4.75204;3.15351;
0.00660767;4.73907;3.16657;
0.00661608;4.72551;3.17968;
0.00662608;4.70893;3.19498;
0.00663408;4.69533;3.20699;
0.00664252;4.68065;3.21945;
0.00665184;4.66406;3.23293;
0.00666015;4.64892;3.24471;
0.00666864;4.63314;3.2565;
0.00667679;4.61765;3.26762;
0.00668679;4.59824;3.28096;
0.00669469;4.5826;3.29126;
0.00670294;4.56594;3.3018;
0.00671146;4.54842;3.31245;
0.0067201;4.53031;3.323;
0.0067279;4.51365;3.33233;
0.00673614;4.49578;3.34195;
0.00674572;4.47462;3.35284;
0.00675419;4.45556;3.36223;
0.00676284;4.43576;3.37156;
0.0067709;4.41703;3.38002;
0.0067809;4.39338;3.39022;
0.00678881;4.37435;3.39806;
0.00679703;4.35429;3.40597;
0.00680555;4.3332;3.41392;
0.00681422;4.3114;3.42176;
0.00682201;4.29155;3.42859;
0.00683025;4.27028;3.43558;
0.00683972;4.24546;3.44333;
0.0068482;4.2229;3.45001;
0.00685687;4.19954;3.45658;
0.0068649;4.17759;3.46244;
0.0068749;4.14991;3.46942;
0.00688286;4.12759;3.47472;
0.00689103;4.10438;3.47994;
0.00689955;4.07991;3.48513;
0.00690828;4.05454;3.49019;
0.00691602;4.03176;3.49446;
0.00692426;4.00727;3.49876;
0.00693355;3.97929;3.50334;
0.00694206;3.95341;3.50726;
0.00695075;3.92666;3.511;
0.00695876;3.90175;3.51422;
0.00696876;3.87028;3.51792;
0.00697678;3.84476;3.52063;
0.00698494;3.81856;3.52316;
0.00699342;3.79102;3.52554;
0.00700222;3.76218;3.52774;
0.00700987;3.73689;3.52943;
0.00701812;3.70935;3.53102;
0.00702714;3.67897;3.53249;
0.00703567;3.64994;3.53361;
0.00704441;3.61996;3.53449;
0.00705236;3.59241;3.53506;
0.00706236;3.55745;3.53545;
0.0070705;3.52876;3.53552;
0.00707877;3.49932;3.53534;
0.00708714;3.46931;3.53491;
0.00709714;3.43313;3.53408;
0.00710508;3.40416;3.53317;
0.00711354;3.37307;3.53195;
0.00712271;3.33908;3.53035;
0.00713104;3.30797;3.52863;
0.00713955;3.27594;3.52662;
0.00714767;3.24514;3.52447;
0.00715767;3.20694;3.5215;
0.00716563;3.17632;3.51889;
0.00717381;3.14462;3.51597;
0.00718233;3.11139;3.51268;
0.00719105;3.07715;3.50904;
0.0071988;3.04651;3.50559;
0.00720703;3.01376;3.50169;
0.00721636;2.97643;3.49699;
0.00722486;2.94218;3.49244;
0.00723354;2.90695;3.48753;
0.00724156;2.87426;3.48276;
0.00725156;2.8332;3.4765;
0.00725957;2.80009;3.47124;
0.00726772;2.76626;3.46566;
0.00727622;2.73076;3.45959;
0.00728501;2.69383;3.45304;
0.00729267;2.66149;3.44713;
0.00730092;2.62647;3.44053;
0.00730997;2.58785;3.43302;
0.0073185;2.55127;3.42569;
0.00732723;2.51365;3.41793;
0.00733519;2.47915;3.41062;
0.00734519;2.43561;3.40113;
0.00735331;2.40008;3.39318;
0.00736157;2.36376;3.38486;
0.00736995;2.32674;3.37618;
0.00737995;2.28237;3.36552;
0.00738792;2.24686;3.35678;
0.00739637;2.20903;3.34728;
0.0074056;2.16755;3.33664;
0.00741392;2.12997;3.32679;
0.00742242;2.09144;3.3165;
0.00743056;2.05442;3.30642;
0.00744056;2.00873;3.29374;
0.00744849;1.97235;3.28344;
0.0074567;1.93457;3.27257;
0.00746521;1.89523;3.26105;
0.0074739;1.85496;3.24906;
0.00748168;1.81879;3.23812;
0.00748991;1.78038;3.22633;
0.00749934;1.73628;3.21256;
0.00750783;1.69641;3.19991;
0.0075165;1.65556;3.18675;
0.00752453;1.61762;3.17436;
0.00753453;1.57023;3.15863;
0.0075425;1.53232;3.14586;
0.00755066;1.49347;3.1326;
0.00755917;1.45276;3.11852;
0.00756792;1.41086;3.10383;
0.00757564;1.37381;3.09068;
0.00758388;1.33414;3.07643;
0.00759309;1.28969;3.06025;
0.0076016;1.24853;3.04507;
0.0076103;1.20635;3.02932;
0.0076183;1.16753;3.01465;
0.0076283;1.11885;2.99603;
0.00763635;1.07956;2.98081;
0.00764455;1.03953;2.96513;
0.007653;0.998153;2.94875;
0.00766188;0.954596;2.93131;
0.00766951;0.917133;2.91615;
0.00767778;0.87646;2.89952;
0.0076867;0.832484;2.88134;
0.00769524;0.790376;2.86375;
0.00770398;0.747208;2.84553;
0.00771192;0.707909;2.82877;
0.00772192;0.658378;2.80742;
0.00773008;0.617899;2.78978;
0.00773839;0.576646;2.77164;
0.00774673;0.53522;2.75324;
0.00775673;0.485481;2.73093;
0.00776462;0.44621;2.71313;
0.00777308;0.404039;2.69384;
0.00778213;0.358929;2.67301;
0.00779048;0.317286;2.6536;
0.00779901;0.274692;2.63357;
0.00780711;0.234256;2.61438;
0.00781711;0.1843;2.59045;
0.00782512;0.144289;2.5711;
0.00783325;0.103625;2.55128;
0.00784177;0.0610554;2.53034;
0.00785055;0.0171592;2.50856;
0.00785822;-0.0212162;2.48937;
0.00786647;-0.0624556;2.46858;
0.00787557;-0.107948;2.44544;
0.00788409;-0.150549;2.42359;
0.00789281;-0.19412;2.40106;
0.00790078;-0.233945;2.38029;
0.00791078;-0.283878;2.35403;
0.00791888;-0.324301;2.33259;
0.00792712;-0.365405;2.31061;
0.00793553;-0.407298;2.28804;
0.00794553;-0.457111;2.26098;
0.00795353;-0.496915;2.23917;
0.00796197;-0.538916;2.21598;
0.00797128;-0.58515;2.19025;
0.00797959;-0.626401;2.1671;
0.00798808;-0.668478;2.14332;
0.00799623;-0.708862;2.12032;
0.00800623;-0.75832;2.09192;
0.00801413;-0.797339;2.06934;
0.00802237;-0.838002;2.04564;
0.00803089;-0.879963;2.021;
0.00803954;-0.922496;1.99584;
0.00804734;-0.960808;1.97301;
0.00805558;-1.00119;1.94877;
0.00806513;-1.04795;1.9205;
0.00807361;-1.08934;1.89528;
0.00808226;-1.13153;1.86938;
0.00809031;-1.1707;1.84516;
0.00810031;-1.21926;1.81491;
0.00810824;-1.25765;1.79081;
0.00811645;-1.29734;1.76571;
0.00812497;-1.33842;1.73956;
0.00813365;-1.3802;1.71277;
0.00814143;-1.41755;1.68865;
0.00814967;-1.45698;1.66302;
0.0081591;-1.50205;1.63351;
0.00816759;-1.54247;1.60684;
0.00817626;-1.58365;1.57947;
0.00818429;-1.62169;1.55402;
0.00819429;-1.6689;1.52218;
0.00820226;-1.70642;1.4967;
0.00821042;-1.74471;1.47051;
0.00821894;-1.78456;1.44307;
0.00822768;-1.82532;1.4148;
0.0082354;-1.86121;1.38974;
0.00824364;-1.89939;1.36291;
0.00825288;-1.94201;1.33272;
0.00826138;-1.98115;1.30481;
0.00827008;-2.02101;1.27618;
0.00827808;-2.05752;1.24977;
0.00828808;-2.10298;1.21664;
0.00829613;-2.13942;1.18988;
0.00830431;-2.17633;1.1626;
0.00831277;-2.21434;1.1343;
0.00832163;-2.25395;1.10461;
0.00832926;-2.28793;1.07895;
0.00833752;-2.32459;1.0511;
0.00834647;-2.3641;1.02085;
0.008355;-2.40162;0.991924;
0.00836374;-2.43985;0.962234;
0.00837169;-2.47445;0.935171;
0.00838169;-2.51777;0.901029;
0.00838984;-2.55293;0.873112;
0.00839815;-2.58854;0.844634;
0.00840649;-2.62414;0.815963;
0.00841649;-2.66656;0.781522;
0.00842439;-2.69989;0.754264;
0.00843285;-2.73541;0.725004;
0.00844192;-2.77326;0.693585;
0.00845027;-2.80788;0.664633;
0.0084588;-2.84306;0.63499;
0.0084669;-2.8763;0.606787;
0.0084769;-2.91705;0.571927;
0.0084849;-2.94943;0.544008;
0.00849303;-2.98217;0.515579;
0.00850155;-3.01626;0.485753;
0.00851032;-3.05112;0.455023;
0.00851801;-3.08148;0.428055;
0.00852626;-3.11385;0.399101;
0.00853539;-3.14946;0.366987;
0.00854391;-3.18243;0.337018;
0.00855263;-3.21591;0.306338;
0.0085606;-3.24636;0.278224;
0.0085706;-3.28422;0.242965;
0.00857869;-3.3146;0.21444;
0.00858691;-3.34527;0.185409;
0.00859533;-3.37644;0.155675;
0.00860431;-3.40942;0.123952;
0.00861193;-3.43719;0.0970266;
0.00862022;-3.46716;0.0677328;
0.00862909;-3.49899;0.0363707;
0.00863763;-3.52934;0.00620341;
0.00864636;-3.56015;-0.0246874;
0.0086543;-3.58791;-0.0527548;
0.0086643;-3.62255;-0.0881028;
0.00867248;-3.65062;-0.117008;
0.00868081;-3.67894;-0.146432;
0.00868913;-3.70699;-0.175818;
0.00869913;-3.74036;-0.21112;
0.00870699;-3.76632;-0.238856;
0.00871546;-3.79404;-0.268722;
0.00872444;-3.82315;-0.300384;
0.0087328;-3.84994;-0.329813;
0.00874135;-3.87706;-0.359883;
0.00874943;-3.90246;-0.3883;
0.00875943;-3.93352;-0.423422;
0.00876746;-3.95819;-0.451605;
0.00877563;-3.983;-0.480222;
0.00878411;-4.0085;-0.509921;
0.00879292;-4.03466;-0.5407;
0.00880056;-4.05711;-0.567385;
0.00880881;-4.08109;-0.596167;
0.00881781;-4.10693;-0.627515;
0.00882635;-4.13112;-0.657188;
0.00883508;-4.15556;-0.687506;
0.00884304;-4.17754;-0.715067;
0.00885304;-4.20481;-0.749655;
0.00886117;-4.22669;-0.777747;
0.00886946;-4.24867;-0.806287;
0.00887782;-4.27056;-0.835046;
0.00888782;-4.29635;-0.869358;
0.00889575;-4.3165;-0.896509;
0.00890421;-4.33769;-0.925402;
0.00891336;-4.36025;-0.956574;
0.00892169;-4.3805;-0.984906;
0.0089302;-4.40086;-1.01378;
0.00893832;-4.41999;-1.04125;
0.00894832;-4.44314;-1.07499;
0.00895629;-4.46127;-1.10178;
0.00896446;-4.47956;-1.12919;
0.00897298;-4.49832;-1.15769;
0.00898171;-4.51721;-1.18681;
0.00898945;-4.53366;-1.21254;
0.00899768;-4.55087;-1.23986;
0.00900696;-4.5699;-1.27053;
0.00901547;-4.58698;-1.29854;
0.00902416;-4.60411;-1.32708;
0.00903216;-4.61957;-1.35327;
0.00904216;-4.63847;-1.38586;
0.0090502;-4.65331;-1.41194;
0.00905836;-4.66809;-1.43835;
0.00906684;-4.68311;-1.46569;
0.00907565;-4.69836;-1.49397;
0.00908329;-4.71129;-1.5184;
0.00909154;-4.72495;-1.5447;
0.00910053;-4.73946;-1.57324;
0.00910907;-4.75289;-1.60021;
0.0091178;-4.76627;-1.62769;
0.00912576;-4.77813;-1.65259;
0.00913576;-4.79262;-1.68376;
0.0091439;-4.80406;-1.70902;
0.00915218;-4.81538;-1.73461;
0.00916054;-4.82647;-1.7603;
0.00917054;-4.83928;-1.79087;
0.00917847;-4.8491;-1.81497;
0.00918693;-4.85923;-1.84057;
0.00919606;-4.86979;-1.86805;
0.00920439;-4.87907;-1.89301;
0.00921291;-4.8882;-1.91838;
0.00922103;-4.89657;-1.94242;
0.00923103;-4.90645;-1.97186;
0.009239;-4.91397;-1.99519;
0.00924716;-4.92134;-2.01895;
0.00925568;-4.92869;-2.0436;
0.00926442;-4.93585;-2.06873;
0.00927214;-4.94187;-2.09083;
0.00928038;-4.94797;-2.11425;
0.00928963;-4.95441;-2.14036;
0.00929814;-4.95996;-2.16422;
0.00930684;-4.96527;-2.18845;
0.00931484;-4.96981;-2.21059;
0.00932484;-4.97505;-2.23808;
0.00933288;-4.9789;-2.26002;
0.00934106;-4.98249;-2.28217;
0.00934952;-4.98585;-2.30496;
0.00935836;-4.98898;-2.32856;
0.00936599;-4.99136;-2.34879;
0.00937425;-4.99362;-2.37054;
0.00938321;-4.99568;-2.39394;
0.00939175;-4.99727;-2.41607;
0.00940048;-4.99853;-2.43853;
0.00940843;-4.99933;-2.45879;
0.00941843;-4.9999;-2.48408;
0.00942659;-4.99999;-2.50451;
0.00943489;-4.99974;-2.52513;
0.00944323;-4.99915;-2.5457;
0.00945323;-4.99798;-2.5701;
0.00946114;-4.9967;-2.58921;
0.0094696;-4.99498;-2.60949;
0.00947868;-4.99274;-2.63106;
0.00948702;-4.99032;-2.65067;
0.00949555;-4.98748;-2.67052;
0.00950366;-4.98445;-2.68921;
0.00951366;-4.98026;-2.71203;
0.00952165;-4.97656;-2.73007;
0.00952979;-4.97246;-2.74826;
0.00953831;-4.96781;-2.76712;
0.00954707;-4.96265;-2.78629;
0.00955477;-4.95781;-2.80296;
0.00956301;-4.9523;-2.82063;
0.00957217;-4.94578;-2.84004;
0.00958069;-4.93935;-2.85787;
0.0095894;-4.9324;-2.87589;
0.00959739;-4.9257;-2.89222;
0.00960739;-4.91686;-2.91241;
0.00961546;-4.90937;-2.9285;
0.00962367;-4.90142;-2.94467;
0.0096321;-4.89292;-2.96106;
0.00964105;-4.88351;-2.97823;
0.00964868;-4.87519;-2.99267;
0.00965696;-4.86583;-3.00815;
0.00966584;-4.85542;-3.02455;
0.00967438;-4.84505;-3.04006;
0.00968311;-4.83408;-3.05571;
0.00969106;-4.82378;-3.06974;
0.00970106;-4.81038;-3.08712;
0.00970923;-4.79907;-3.10111;
0.00971755;-4.78723;-3.11513;
0.00972588;-4.77505;-3.12894;
0.00973588;-4.75998;-3.14525;
0.00974375;-4.74779;-3.15786;
0.00975221;-4.73434;-3.17121;
0.00976122;-4.71967;-3.18515;
0.00976957;-4.70572;-3.19786;
0.00977811;-4.69111;-3.21062;
0.0097862;-4.67697;-3.22249;
0.0097962;-4.65905;-3.23687;
0.00980423;-4.64434;-3.24818;
0.00981238;-4.62908;-3.25946;
0.00982088;-4.61286;-3.27098;
0.00982967;-4.59571;-3.28265;
0.00983732;-4.58051;-3.29261;
0.00984558;-4.56381;-3.30312;
0.00985461;-4.54518;-3.31437;
0.00986314;-4.52724;-3.32475;
0.00987187;-4.50854;-3.33512;
0.00987983;-4.49119;-3.34435;
0.00988983;-4.46899;-3.35566;
0.00989795;-4.45062;-3.36459;
0.00990622;-4.43162;-3.37346;
0.0099146;-4.41208;-3.3822;
0.0099246;-4.38833;-3.39233;
0.00993255;-4.36914;-3.40014;
0.009941;-4.34843;-3.40821;
0.0099502;-4.32556;-3.41671;
0.00995852;-4.30453;-3.42416;
0.00996703;-4.28273;-3.43153;
0.00997516;-4.26161;-3.43833;
0.00998516;-4.23525;-3.44639;
0.00999311;-4.214;-3.45255;
0.0100013;-4.19181;-3.45867;
0.0100098;-4.16844;-3.4648;
0.0100185;-4.14425;-3.47079;
0.0100263;-4.1224;-3.47591;
0.0100345;-4.09896;-3.48112;
0.0100439;-4.07197;-3.48675;
0.0100524;-4.04717;-3.4916;
0.0100611;-4.02153;-3.49629;
0.0100691;-3.99758;-3.50039;
0.0100791;-3.96735;-3.50519;
0.0100871;-3.94288;-3.50877;
0.0100952;-3.91776;-3.51218;
0.0101037;-3.89115;-3.51551;
0.0101125;-3.86344;-3.51867;
0.0101202;-3.83896;-3.52122;
0.0101284;-3.81241;-3.52372;
0.0101375;-3.78277;-3.5262;
0.0101461;-3.75477;-3.52826;
0.0101548;-3.72585;-3.5301;
0.0101628;-3.69914;-3.53155;
0.0101728;-3.66532;-3.53305;
0.0101809;-3.63766;-3.534;
0.0101891;-3.60929;-3.53474;
0.0101975;-3.58007;-3.53524;
0.0102075;-3.54498;-3.53551;
0.0102155;-3.51665;-3.53547;
0.0102239;-3.48651;-3.53519;
0.0102333;-3.45294;-3.53458;
0.0102416;-3.42277;-3.53378;
0.0102501;-3.39173;-3.53271;
0.0102582;-3.36165;-3.53144;
0.0102682;-3.32447;-3.52957;
0.0102761;-3.29489;-3.52784;
0.0102844;-3.26374;-3.5258;
0.0102929;-3.23135;-3.52344;
0.0103015;-3.19827;-3.52078;
0.0103093;-3.16817;-3.51816;
0.0103176;-3.13619;-3.51515;
0.0103272;-3.09872;-3.51136;
0.0103356;-3.06537;-3.50774;
0.0103443;-3.03109;-3.50378;
0.0103523;-2.99896;-3.49986;
0.0103623;-2.9588;-3.49468;
0.0103702;-2.92681;-3.49033;
0.0103785;-2.89337;-3.48557;
0.010387;-2.85854;-3.4804;
0.0103957;-2.82287;-3.47488;
0.0104034;-2.79064;-3.4697;
0.0104117;-2.75637;-3.46399;
0.0104212;-2.71669;-3.45712;
0.0104296;-2.68099;-3.45072;
0.0104383;-2.64432;-3.44392;
0.0104463;-2.61012;-3.43738;
0.0104563;-2.56734;-3.42893;
0.0104643;-2.53314;-3.42197;
0.0104725;-2.49779;-3.41459;
0.010481;-2.46081;-3.40666;
0.0104897;-2.42278;-3.39828;
0.0104975;-2.38879;-3.39062;
0.0105057;-2.35254;-3.38225;
0.010515;-2.31131;-3.37251;
0.0105235;-2.27354;-3.36337;
0.0105322;-2.23477;-3.35377;
0.0105402;-2.19887;-3.3447;
0.0105502;-2.15385;-3.33307;
0.0105582;-2.11762;-3.32351;
0.0105664;-2.08065;-3.31358;
0.0105749;-2.04193;-3.30298;
0.0105837;-2.00173;-3.29177;
0.0105913;-1.96658;-3.28179;
0.0105996;-1.92858;-3.27083;
0.0106086;-1.88675;-3.25855;
0.0106172;-1.84719;-3.24673;
0.0106259;-1.80658;-3.23439;
0.0106339;-1.76939;-3.22292;
0.0106439;-1.72254;-3.20822;
0.010652;-1.68438;-3.19606;
0.0106602;-1.64542;-3.18346;
0.0106686;-1.60579;-3.17045;
0.0106786;-1.55836;-3.15465;
0.0106866;-1.52047;-3.14184;
0.010695;-1.48016;-3.12802;
0.0107043;-1.43604;-3.11269;
0.0107126;-1.39613;-3.09862;
0.0107211;-1.35527;-3.08404;
0.0107292;-1.31606;-3.06987;
0.0107392;-1.26776;-3.05218;
0.0107472;-1.22935;-3.03793;
0.0107554;-1.18954;-3.02298;
0.0107639;-1.14812;-3.00726;
0.0107726;-1.1058;-2.99099;
0.0107803;-1.06784;-2.97624;
0.0107886;-1.02759;-2.96042;
0.010798;-0.981457;-2.94209;
0.0108065;-0.939802;-2.92534;
0.0108152;-0.897173;-2.90801;
0.0108232;-0.857653;-2.89177;
0.0108332;-0.808352;-2.87129;
0.0108412;-0.768964;-2.85474;
0.0108493;-0.728668;-2.83764;
0.0108578;-0.686503;-2.81957;
0.0108666;-0.643141;-2.8008;
0.0108743;-0.604885;-2.78408;
0.0108825;-0.563957;-2.76602;
0.0108917;-0.518209;-2.74564;
0.0109003;-0.475861;-2.72658;
0.010909;-0.43252;-2.70689;
0.0109169;-0.3927;-2.68863;
0.0109269;-0.342836;-2.66553;
0.010935;-0.302622;-2.64673;
0.0109432;-0.261708;-2.62743;
0.0109517;-0.219515;-2.60735;
0.0109605;-0.175084;-2.58601;
0.0109682;-0.13697;-2.56755;
0.0109764;-0.0956268;-2.54736;
0.0109854;-0.0510373;-2.52539;
0.0109939;-0.00836639;-2.50418;
0.0110026;0.0353199;-2.48228;
0.0110106;0.0750363;-2.4622;
0.0110206;0.125026;-2.43671;
0.0110287;0.165833;-2.41571;
0.0110371;0.207367;-2.39417;
0.0110454;0.248997;-2.3724;
0.0110554;0.298921;-2.34607;
0.0110633;0.338266;-2.32514;
0.0110717;0.380484;-2.30251;
0.0110808;0.425536;-2.27816;
0.0110891;0.467114;-2.25551;
0.0110977;0.509586;-2.23219;
0.0111058;0.549838;-2.20992;
0.0111158;0.599506;-2.18221;
0.0111238;0.639248;-2.15986;
0.0111319;0.679588;-2.13701;
0.0111404;0.721723;-2.11296;
0.0111492;0.765148;-2.08798;
0.0111569;0.803027;-2.06604;
0.0111651;0.843708;-2.0423;
0.0111742;0.888455;-2.01599;
0.0111827;0.930367;-1.99116;
0.0111915;0.973177;-1.9656;
0.0111994;1.01223;-1.94212;
0.0112094;1.06115;-1.91248;
0.0112175;1.10071;-1.88832;
0.0112258;1.14089;-1.86361;
0.0112342;1.18174;-1.83831;
0.0112442;1.23026;-1.80802;
0.0112522;1.26893;-1.78369;
0.0112606;1.30974;-1.75784;
0.0112699;1.35448;-1.72928;
0.0112782;1.39445;-1.70358;
0.0112867;1.43517;-1.67722;
0.0112948;1.47416;-1.6518;
0.0113048;1.52186;-1.62046;
0.0113128;1.55948;-1.59555;
0.011321;1.59854;-1.56952;
0.0113295;1.63884;-1.54248;
0.0113382;1.67968;-1.51487;
0.011346;1.71634;-1.48993;
0.0113542;1.75497;-1.46347;
0.0113637;1.79944;-1.43277;
0.0113722;1.83893;-1.40532;
0.0113809;1.87912;-1.37717;
0.0113889;1.91634;-1.35093;
0.0113989;1.96242;-1.31819;
0.0114068;1.99887;-1.29211;
0.011415;2.03636;-1.26509;
0.0114236;2.07518;-1.23693;
0.0114323;2.11469;-1.20806;
0.01144;2.14982;-1.18221;
0.0114483;2.18692;-1.15474;
0.0114576;2.22899;-1.12335;
0.0114661;2.26692;-1.09484;
0.0114748;2.30551;-1.06562;
0.0114828;2.34103;-1.03854;
0.0114928;2.38509;-1.00469;
0.0115008;2.42014;-0.977568;
0.011509;2.45565;-0.949903;
0.0115175;2.49266;-0.920854;
0.0115262;2.53058;-0.890882;
0.0115339;2.56365;-0.864555;
0.0115422;2.59897;-0.836256;
0.0115513;2.63787;-0.804846;
0.0115598;2.67396;-0.775487;
0.0115685;2.71068;-0.745399;
0.0115765;2.74411;-0.717801;
0.0115865;2.78577;-0.683147;
0.0115946;2.81925;-0.655073;
0.0116028;2.85313;-0.626473;
0.0116113;2.88759;-0.597159;
0.0116202;2.92415;-0.565828;
0.0116279;2.95496;-0.539221;
0.0116361;2.98829;-0.510241;
0.011645;3.02373;-0.479192;
0.0116535;3.0576;-0.449285;
0.0116623;3.09205;-0.418628;
0.0116702;3.12314;-0.390744;
0.0116802;3.16203;-0.355586;
0.0116884;3.19361;-0.326801;
0.0116967;3.22554;-0.297469;
0.0117051;3.25721;-0.26815;
0.0117151;3.29498;-0.232883;
0.0117229;3.32444;-0.205149;
0.0117314;3.35595;-0.175248;
0.0117404;3.38911;-0.143524;
0.0117487;3.41971;-0.113996;
0.0117573;3.45076;-0.0837915;
0.0117654;3.47989;-0.0552218;
0.0117754;3.51562;-0.0198687;
0.0117834;3.54407;0.00853683;
0.0117916;3.57276;0.0374092;
0.0118;3.6023;0.0673956;
0.0118088;3.63269;0.0985153;
0.0118165;3.65883;0.125516;
0.0118247;3.68683;0.154673;
0.0118337;3.71708;0.186451;
0.0118423;3.74548;0.216578;
0.011851;3.77427;0.247396;
0.011859;3.80024;0.275436;
0.011869;3.83254;0.310669;
0.0118771;3.85855;0.339324;
0.0118854;3.88476;0.368467;
0.0118937;3.91094;0.397853;
0.0119037;3.9419;0.432963;
0.0119117;3.96616;0.460769;
0.0119201;3.99177;0.490401;
0.0119293;4.01913;0.522385;
0.0119376;4.04377;0.551509;
0.0119461;4.06867;0.581231;
0.0119542;4.09213;0.609525;
0.0119642;4.12066;0.64432;
0.0119722;4.14309;0.671998;
0.0119804;4.16581;0.70032;
0.0119889;4.18922;0.729822;
0.0119976;4.2129;0.760002;
0.0120054;4.2336;0.786683;
0.0120136;4.25537;0.815052;
0.0120229;4.27951;0.846899;
0.0120314;4.30135;0.876063;
0.0120401;4.32335;0.905812;
0.0120481;4.34331;0.933131;
0.0120581;4.36787;0.967186;
0.0120661;4.38728;0.99448;
0.0120743;4.40672;1.02216;
0.0120827;4.42659;1.05081;
0.0120916;4.4469;1.08052;
0.0120992;4.46422;1.10618;
0.0121074;4.48266;1.13387;
0.0121164;4.50236;1.16388;
0.012125;4.52076;1.19234;
0.0121337;4.53925;1.22138;
0.0121416;4.55577;1.24771;
0.0121516;4.57615;1.28073;
0.0121598;4.59241;1.30754;
0.0121681;4.60865;1.33474;
0.0121764;4.62469;1.36203;
0.0121864;4.64346;1.39459;
0.0121944;4.65799;1.42026;
0.0122028;4.6732;1.4476;
0.0122119;4.6892;1.47691;
0.0122203;4.70351;1.50365;
0.0122288;4.71779;1.53086;
0.0122369;4.73107;1.55666;
0.0122469;4.74701;1.58833;
0.0122549;4.75939;1.61349;
0.012263;4.77172;1.63907;
0.0122715;4.78427;1.66571;
0.0122803;4.79681;1.69293;
0.012288;4.80754;1.71682;
0.0122963;4.8187;1.74223;
0.0123055;4.83077;1.77046;
0.012314;4.84158;1.79645;
0.0123227;4.85226;1.82289;
0.0123307;4.86175;1.84704;
0.0123407;4.87318;1.87709;
0.0123487;4.88204;1.90118;
0.0123569;4.89073;1.92555;
0.0123654;4.89934;1.95053;
0.0123743;4.90802;1.97668;
0.0123819;4.91516;1.99898;
0.0123902;4.92258;2.02303;
0.0123991;4.9302;2.04881;
0.0124076;4.93712;2.07332;
0.0124163;4.94384;2.09826;
0.0124243;4.94962;2.1208;
0.0124343;4.95645;2.14898;
0.0124425;4.96167;2.17183;
0.0124508;4.96663;2.19495;
0.0124591;4.97126;2.21797;
0.0124691;4.97637;2.24539;
0.012477;4.98004;2.26686;
0.0124855;4.98364;2.28974;
0.0124945;4.98709;2.314;
0.0125028;4.98991;2.33623;
0.0125114;4.99244;2.3588;
0.0125195;4.9945;2.38004;
0.0125295;4.9966;2.40607;
0.0125375;4.99791;2.42674;
0.0125456;4.99892;2.44759;
0.0125541;4.99963;2.46921;
0.0125629;4.99997;2.49134;
0.0125706;4.99996;2.51051;
0.0125788;4.99961;2.53096;
0.0125879;4.99884;2.55328;
0.0125964;4.99774;2.57403;
0.0126052;4.99624;2.59507;
0.0126131;4.99453;2.61413;
0.0126231;4.99195;2.6378;
0.0126312;4.98948;2.6568;
0.0126395;4.98664;2.67594;
0.0126479;4.9834;2.69525;
0.0126579;4.97908;2.718;
0.0126659;4.97527;2.73597;
0.0126743;4.97089;2.75479;
0.0126836;4.96568;2.77523;
0.0126919;4.96065;2.79335;
0.0127004;4.95515;2.81165;
0.0127086;4.94954;2.82902;
0.0127186;4.94221;2.85009;
0.0127265;4.93606;2.86655;
0.0127347;4.92933;2.88349;
0.0127432;4.92202;2.90081;
0.0127519;4.91421;2.91821;
0.0127597;4.90688;2.93367;
0.0127679;4.8988;2.94983;
0.0127774;4.88906;2.96822;
0.0127859;4.88;2.9844;
0.0127946;4.87039;3.00071;
0.0128026;4.86114;3.01565;
0.0128126;4.84919;3.03395;
0.0128205;4.83936;3.04827;
0.0128287;4.8289;3.06284;
0.0128372;4.81768;3.07777;
0.012846;4.80585;3.0928;
0.0128537;4.79499;3.10601;
0.012862;4.78316;3.11981;
0.0128713;4.76931;3.13525;
0.0128798;4.75639;3.14902;
0.0128885;4.74282;3.16286;
0.0128965;4.72998;3.17542;
0.0129065;4.71353;3.19081;
0.0129145;4.70004;3.20289;
0.0129226;4.68602;3.21495;
0.0129312;4.67099;3.22737;
0.0129399;4.65515;3.23991;
0.0129476;4.64101;3.25068;
0.0129559;4.62551;3.26204;
0.012965;4.60802;3.27432;
0.0129735;4.59132;3.28557;
0.0129822;4.57388;3.29683;
0.0129902;4.55763;3.30691;
0.0130002;4.53684;3.31925;
0.0130083;4.51968;3.329;
0.0130165;4.50191;3.33869;
0.0130249;4.48346;3.34835;
0.0130349;4.4611;3.35954;
0.0130429;4.44289;3.36824;
0.0130514;4.42336;3.3772;
0.0130607;4.40145;3.3868;
0.013069;4.38158;3.39512;
0.0130775;4.36099;3.40336;
0.0130856;4.34089;3.41106;
0.0130956;4.31586;3.42019;
0.0131035;4.2958;3.42715;
0.0131118;4.27454;3.4342;
0.0131203;4.25229;3.44124;
0.0131289;4.22941;3.44812;
0.0131368;4.20846;3.45411;
0.013145;4.18608;3.46021;
0.0131546;4.1597;3.467;
0.013163;4.13604;3.47275;
0.0131717;4.11159;3.47835;
0.0131797;4.08853;3.48334;
0.0131897;4.05955;3.48922;
0.0131977;4.03631;3.49362;
0.0132059;4.01191;3.49797;
0.0132144;3.98635;3.50222;
0.0132231;3.96003;3.50628;
0.0132309;3.93614;3.50971;
0.0132391;3.91062;3.5131;
0.0132486;3.88093;3.51671;
0.0132571;3.85404;3.51968;
