frequency;V(/Vo4) (gain);
7079.46;-1.63373;
7244.36;-1.57177;
7413.1;-1.51179;
7585.78;-1.45374;
7762.47;-1.39758;
7943.28;-1.34329;
8128.31;-1.29081;
8317.64;-1.24011;
8511.38;-1.19115;
8709.64;-1.14388;
8912.51;-1.09826;
9120.11;-1.05426;
9332.54;-1.01182;
9549.93;-0.970918;
9772.37;-0.931498;
10000;-0.893523;
10232.9;-0.856951;
10471.3;-0.821742;
10715.2;-0.787854;
10964.8;-0.755248;
11220.2;-0.723885;
11481.5;-0.693725;
11749;-0.664729;
12022.6;-0.63686;
12302.7;-0.610081;
12589.3;-0.584356;
12882.5;-0.559648;
13182.6;-0.535923;
13489.6;-0.513146;
13803.8;-0.491285;
14125.4;-0.470306;
14454.4;-0.450179;
14791.1;-0.430872;
15135.6;-0.412354;
15488.2;-0.394598;
15848.9;-0.377574;
16218.1;-0.361255;
16595.9;-0.345614;
16982.4;-0.330625;
17378;-0.316264;
17782.8;-0.302505;
18197;-0.289325;
18620.9;-0.276702;
19054.6;-0.264613;
19498.4;-0.253038;
19952.6;-0.241955;
20417.4;-0.231345;
20893;-0.221188;
21379.6;-0.211467;
21877.6;-0.202164;
22387.2;-0.193261;
22908.7;-0.184742;
23442.3;-0.176591;
23988.3;-0.168792;
24547.1;-0.161332;
25118.9;-0.154196;
25704;-0.147371;
26302.7;-0.140842;
26915.3;-0.134599;
27542.3;-0.128628;
28183.8;-0.122919;
28840.3;-0.117459;
29512.1;-0.112239;
30199.5;-0.107248;
30903;-0.102477;
31622.8;-0.0979152;
32359.4;-0.0935546;
33113.1;-0.0893862;
33884.4;-0.0854017;
34673.7;-0.0815933;
35481.3;-0.0779531;
36307.8;-0.074474;
37153.5;-0.071149;
38018.9;-0.0679712;
38904.5;-0.0649343;
39810.7;-0.0620322;
40738;-0.0592589;
41686.9;-0.0566088;
42658;-0.0540765;
43651.6;-0.0516568;
44668.4;-0.0493448;
45708.8;-0.0471357;
46773.5;-0.045025;
47863;-0.0430084;
48977.9;-0.0410817;
50118.7;-0.0392409;
51286.1;-0.0374822;
52480.7;-0.035802;
53703.2;-0.0341969;
54954.1;-0.0326634;
56234.1;-0.0311985;
57544;-0.0297991;
58884.4;-0.0284622;
60256;-0.0271851;
61659.5;-0.0259652;
63095.7;-0.0247998;
64565.4;-0.0236866;
66069.3;-0.0226233;
67608.3;-0.0216075;
69183.1;-0.0206373;
70794.6;-0.0197106;
72443.6;-0.0188253;
74131;-0.0179798;
75857.8;-0.0171721;
77624.7;-0.0164007;
79432.8;-0.0156638;
81283.1;-0.01496;
83176.4;-0.0142878;
85113.8;-0.0136457;
87096.4;-0.0130325;
89125.1;-0.0124467;
91201.1;-0.0118873;
93325.4;-0.011353;
95499.3;-0.0108426;
97723.7;-0.0103552;
100000;-0.00988966;
